ID,Business Name,Trade Name,Sidewalk Cafe Type,License Number,Full Address,Address Building,Address Street Name,City,State,ZIP Code,Borough,Address Location,Phone Number,Lic Area Sq Ft
969,BARAWINE LLC,BARAWINE,Unenclosed Sidewalk Cafe,1461789,"27 W 120 ST, NEW YORK, NY 10027",27,W 120 ST,NEW YORK,NY,10027,Manhattan,AKA: 200 LENOX AVE,(917) 703-5039,641
310,BARBUTO LLC,BARBUTO,Unenclosed Sidewalk Cafe,1219498,"775 WASHINGTON ST, NEW YORK, NY 10014",775,WASHINGTON ST,NEW YORK,NY,10014,Manhattan,,(212) 513-1988,410
887,"BARE CITY TWO, LLC",BAREBURGER,Unenclosed Sidewalk Cafe,1435666,"85 2ND AVE, NEW YORK, NY 10003",85,2ND AVE,NEW YORK,NY,10003,Manhattan,,(212) 510-8610,131
54,"BARFLY, INC",BARFLY,Unenclosed Sidewalk Cafe,0920112,"244 THIRD AVENUE, NEW YORK, NY 10010",244,THIRD AVENUE,NEW YORK,NY,10010,Manhattan,,(212) 473-9660,186
159,BAR GIACOSA CORP,BAR PITTI,Unenclosed Sidewalk Cafe,1097155,"268 SIXTH AVENUE, NEW YORK, NY 10014",268,SIXTH AVENUE,NEW YORK,NY,10014,Manhattan,,(212) 982-2498,480
39,BARJER CORP,FIREHOUSE RESTAURANT,Unenclosed Sidewalk Cafe,0895505,"522 COLUMBUS AVENUE, NY, NY 10024",522,COLUMBUS AVENUE,NY,NY,10024,Manhattan,,(212) 787-3473,255
929,"BARNORTH GROUP, LLC",GREY LADY,Unenclosed Sidewalk Cafe,1454246,"77 DELANCEY ST, NEW YORK, NY 10002",77,DELANCEY ST,NEW YORK,NY,10002,Manhattan,,(646) 580-5239,254
335,BAROSA INC.,,Enclosed Sidewalk Cafe,1222376,"62-29 WOODHAVEN BOULEVARD, REGO PARK, NY 11374",62-29,WOODHAVEN BOULEVARD,REGO PARK,NY,11374,Queens,,(718) 424-1455,375
742,"BASIL, LLC",BASIL,Unenclosed Sidewalk Cafe,1392177,"268 KINGSTON AVE, BROOKLYN, NY 11213",268,KINGSTON AVE,BROOKLYN,NY,11213,Brooklyn,,(718) 285-8777,234
486,BB AT 55TH & 5TH LLC,BENOIT,Unenclosed Sidewalk Cafe,1287126,"60 W 55TH ST, NEW YORK, NY 10019",60,W 55TH ST,NEW YORK,NY,10019,Manhattan,,(646) 943-7340,176
464,"BELSTAR ICE CREAM CO, LLC",COLD STONE CREAMERY,Unenclosed Sidewalk Cafe,1281798,"34-20 BROADWAY, QUEENS, NY 11106",34-20,BROADWAY,QUEENS,NY,11106,Queens,,(516) 301-0943,196
142,"BENNY'S BURRITOS, INC",BENNY'S BURRITOS,Unenclosed Sidewalk Cafe,1067914,"111-113 GREENWICH AVE, NEW YORK, NY 10014",111-113,GREENWICH AVE,NEW YORK,NY,10014,Manhattan,,(212) 213-3332,345
462,BEN TAS CORP,OTHELLO DELI,Unenclosed Sidewalk Cafe,1281431,"26-19 24 AVENUE, QUEENS, NY 11102",26-19,24 AVENUE,QUEENS,NY,11102,Queens,,(718) 956-1337,185
955,"BERRY LIW I PS, LLC",PINKBERRY,Unenclosed Sidewalk Cafe,1458827,"161 7 AVENUE, BROOKLYN, NY 11215",161,7 AVENUE,BROOKLYN,NY,11215,Brooklyn,,(718) 788-0615,162
386,BIDOCHONS CORP,PROVENCE EN BOITE,Unenclosed Sidewalk Cafe,1248607,"263 SMITH ST, BROOKLYN, NY 11231",263,SMITH ST,BROOKLYN,NY,11231,Brooklyn,,(718) 797-0707,304
698,BIER INTERNATIONAL LLC,BIER INTERNATIONAL,Unenclosed Sidewalk Cafe,1382021,"2099 FREDERICK DOUGLASS BLVD, NEW YORK, NY 10026",2099,FREDERICK DOUGLASS BLVD,NEW YORK,NY,10026,Manhattan,8 AVENUE,(646) 221-1008,301
639,BIG DADDY'S III LLC,,Unenclosed Sidewalk Cafe,1353319,"2454 BROADWAY, NEW YORK, NY 10024",2454,BROADWAY,NEW YORK,NY,10024,Manhattan,,(212) 377-2004,296
712,BIG DUMPLING CORP,PLUMP DUMPLING,Unenclosed Sidewalk Cafe,1384627,"174 2ND AVE, NEW YORK, NY 10003",174,2ND AVE,NEW YORK,NY,10003,Manhattan,,(212) 254-5371,255
919,BIROTE CORPORATION,EL MITOTE,Unenclosed Sidewalk Cafe,1451239,"208 COLUMBUS AVE, NEW YORK, NY 10023",208,COLUMBUS AVE,NEW YORK,NY,10023,Manhattan,,(917) 664-5970,198
753,"BLEECKER SPAGHETTO, LLC",TRATTORIA SPAGHETTO,Unenclosed Sidewalk Cafe,1399534,"232 BLEECKER STREET, NEW YORK, NY 10014",232,BLEECKER STREET,NEW YORK,NY,10014,Manhattan,,(201) 819-2619,227
76,"BLOCKHEAD'S BURRITOS, INC.",BLOCKHEADS,Unenclosed Sidewalk Cafe,0954963,"499 3 AVENUE, NEW YORK, NY 10016",499,3 AVENUE,NEW YORK,NY,10016,Manhattan,,(212) 356-0006,83
542,BLOSSOM RESTAURANT & CAFE INC.,CAFE BLOSSOM,Unenclosed Sidewalk Cafe,1318895,"466 COLUMBUS AVE, NEW YORK, NY 10024",466,COLUMBUS AVE,NEW YORK,NY,10024,Manhattan,,(212) 875-2609,180
693,BLT BURGER 2ND AVENUE NYC LLC,GO BURGER,Unenclosed Sidewalk Cafe,1381146,"1450 2ND AVE, NEW YORK, NY 10021",1450,2ND AVE,NEW YORK,NY,10021,Manhattan,,(212) 513-1988,188
813,BLUE OCEAN GROUP INC.,CAFE AMRITA,Unenclosed Sidewalk Cafe,1421719,"301 W 110TH ST, NEW YORK, NY 10026",301,W 110TH ST,NEW YORK,NY,10026,Manhattan,,(212) 222-0683,296
808,BLUE SMOKE 102 NORTH END AVE LLC,BLUE SMOKE,Unenclosed Sidewalk Cafe,1421278,"255 VESEY ST, NEW YORK, NY 10282",255,VESEY ST,NEW YORK,NY,10282,Manhattan,,(212) 889-2005,311
805,BOGMAN LLC.,BEARDED LADY,Unenclosed Sidewalk Cafe,1421052,"686A WASHINGTON AVE, BROOKLYN, NY 11238",686A,WASHINGTON AVE,BROOKLYN,NY,11238,Brooklyn,,(347) 404-4361,201
503,BONARUE BLEU INDUSTRIES INC,FLORENCIA 13,Unenclosed Sidewalk Cafe,1301635,"185 SULLIVAN STREET, NEW YORK, NY 10012",185,SULLIVAN STREET,NEW YORK,NY,10012,Manhattan,,(212) 677-6830,61
404,"BOWERY F & B, LLC",GEMMA,Unenclosed Sidewalk Cafe,1254785,"335 BOWERY, NEW YORK, NY 10003",335,BOWERY,NEW YORK,NY,10003,Manhattan,A.K.A. 4 EAST 3RD STREET,(212) 505-7300,376
664,"BOWERY RESTAURANT, LLC",DBGB,Unenclosed Sidewalk Cafe,1360658,"299 BOWERY, NEW YORK, NY 10003",299,BOWERY,NEW YORK,NY,10003,Manhattan,,(212) 794-232,432
975,BRADGATE CORP.,OLIVERS,Unenclosed Sidewalk Cafe,1462682,"37-19 BROADWAY, QUEENS, NY 11103",37-19,BROADWAY,QUEENS,NY,11103,Queens,,(631) 424-8480,374
747,BRANDED CATTLE SALOON INC,BRANDED SALOON,Unenclosed Sidewalk Cafe,1396181,"603 VANDERBILT AVE, BROOKLYN, NY 11238",603,VANDERBILT AVE,BROOKLYN,NY,11238,Brooklyn,FLOOR,(718) 484-8704,261
848,BRATS UND BIER INC,MAX,Unenclosed Sidewalk Cafe,1426466,"4702 30TH AVE, ASTORIA, NY 11103",4702,30TH AVE,ASTORIA,NY,11103,Queens,,(718) 777-1635,324
149,"BROADWAY & 166TH, LLC",DALLAS BBQ,Enclosed Sidewalk Cafe,1075763,"3956 BROADWAY, NEW YORK, NY 10032",3956,BROADWAY,NEW YORK,NY,10032,Manhattan,,(212) 568-3700,411
977,BROCCOLINO CORP.,BROCCOLINO,Unenclosed Sidewalk Cafe,1462753,"446A DEAN STREET, BROOKLYN, NY 11217",446A,DEAN STREET,BROOKLYN,NY,11217,Brooklyn,,(718) 678-4200,53
484,BROOKLYN BAR NYC INC,EAST VILLAGE TAVERN,Unenclosed Sidewalk Cafe,1287121,"158 AVE C, NEW YORK, NY 10009",158,AVE C,NEW YORK,NY,10009,Manhattan,,(347) 837-6120,262
568,"BROOKLYN FOOD & DRINK, LLC.",THE VANDERBILT,Unenclosed Sidewalk Cafe,1342248,"570 VANDERBILT AVE, BROOKLYN, NY 11238",570,VANDERBILT AVE,BROOKLYN,NY,11238,Brooklyn,,(718) 623-0570,479
960,B&R SORRENTO CORP,INTERMEZZO,Unenclosed Sidewalk Cafe,1459360,"202 8 AVENUE, NEW YORK, NY 10011",202,8 AVENUE,NEW YORK,NY,10011,Manhattan,,(914) 632-6036,60
96,BSWR CORP.,SARA BETH'S,Unenclosed Sidewalk Cafe,0981250,"423 AMSTERDAM AVE, NEW YORK, NY 10024",423,AMSTERDAM AVE,NEW YORK,NY,10024,Manhattan,,(212) 496-6280,139
104,BUCKWHEAT AND ALFALFA INC,THE ROCKING HORSE MEXICAN CAFE,Unenclosed Sidewalk Cafe,1000917,"182 8TH AVE, NEW YORK, NY 10011",182,8TH AVE,NEW YORK,NY,10011,Manhattan,,(212) 463-9511,109
224,"BUFFANNA, INC.",IL PICOOLO BUFALO,Unenclosed Sidewalk Cafe,1165364,"141 MULBERRY ST, NEW YORK, NY 10013",141,MULBERRY ST,NEW YORK,NY,10013,Manhattan,,(212) 219-9068,52
367,BURKE'S BEAL BOCHT CORP.,AN BEAL BOCHT,Unenclosed Sidewalk Cafe,1234454,"445 W 238TH ST, BRONX, NY 10463",445,W 238TH ST,BRONX,NY,10463,Bronx,,(718) 884-7127,170
436,BURKINABE ENTERTAINMENT LLC,SHRINE,Unenclosed Sidewalk Cafe,1277455,"2271-2273 7TH AVE, NEW YORK, NY 10030",2271-2273,7TH AVE,NEW YORK,NY,10030,Manhattan,AKA ADAM CLAYTON POWELL JR BLVD,(212) 690-7807,173
593,BURKINABE ENTERTAINMENT LLC,,Unenclosed Sidewalk Cafe,1345817,"2269 ADAM CLAYTON POWELL JR. BLVD, NEW YORK, NY 10030",2269,ADAM CLAYTON POWELL JR. BLVD,NEW YORK,NY,10030,Manhattan,,(212) 690-0699,300
44,BURRITO JUNCTION INC.,HARRY'S BURRITO JUNCTION,Unenclosed Sidewalk Cafe,0895637,"241 COLUMBUS AVENUE, NEW YORK, NY 10023",241,COLUMBUS AVENUE,NEW YORK,NY,10023,Manhattan,,(212) 580-9494,328
273,BY THE GLASS INC.,UVA,Unenclosed Sidewalk Cafe,1190933,"1486 2 AVENUE, NEW YORK, NY 10075",1486,2 AVENUE,NEW YORK,NY,10075,Manhattan,,(212) 472-4552,135
51,"CABANA-70 ASSOCIATES,L.P.",CABANA RESTAURANT AND BAR,Unenclosed Sidewalk Cafe,0918521,"107-10 70 RD, FOREST HILLS, NY 11375",107-10,70 RD,FOREST HILLS,NY,11375,Queens,,(561) 278-0366,106
339,"CAFE 71, INC.",,Enclosed Sidewalk Cafe,1223566,"2061 BROADWAY, NEW YORK, NY 10023",2061,BROADWAY,NEW YORK,NY,10023,Manhattan,,(212) 875-2100,288
608,"CAFE ARGENTINO, INC.",CAFE ARGENTINO,Unenclosed Sidewalk Cafe,1347394,"499 GRAND STREET, BROOKLYN, NY 11211",499,GRAND STREET,BROOKLYN,NY,11211,Brooklyn,,(718) 782-9477,303
526,CAFE CASANO LLC,CAFE CASANO,Unenclosed Sidewalk Cafe,1312041,"38 WEST ST, NEW YORK, NY 10006",38,WEST ST,NEW YORK,NY,10006,Manhattan,,(212) 267-7000,204
87,"CAFE FOCACCIA, INC.",FELICE WINE BAR,Unenclosed Sidewalk Cafe,0976266,"1166 1ST AVE, NEW YORK, NY 10065",1166,1ST AVE,NEW YORK,NY,10065,Manhattan,,(212) 683-0371,290
570,"CAFE MOCHA, INC.",,Unenclosed Sidewalk Cafe,1342712,"116 2ND AVE, NEW YORK, NY 10003",116,2ND AVE,NEW YORK,NY,10003,Manhattan,,(212) 253-2050,230
790,"CAFE PUSHKIN CENTRAL, LLC",BETONY,Unenclosed Sidewalk Cafe,1419761,"41 W 57T ST, NEW YORK, NY 10019",41,W 57T ST,NEW YORK,NY,10019,Manhattan,,(917) 969-5091,168
750,CAFE TALLULAH LLC,CAFE TALLULAH,Enclosed Sidewalk Cafe,1397232,"240 COLUMBUS AVENUE, NEW YORK, NY 10023",240,COLUMBUS AVENUE,NEW YORK,NY,10023,Manhattan,,(917) 693-2870,570
17,CAFFE DANTE INC,CAFE DANTE,Unenclosed Sidewalk Cafe,0768933,"81 MACDOUGAL ST, NEW YORK, NY 10012",81,MACDOUGAL ST,NEW YORK,NY,10012,Manhattan,,(212) 982-5275,148
3,CAFFE ISLE OF CAPRI INC,ISLE OF CAPRI,Enclosed Sidewalk Cafe,0578810,"1028 3 AVENUE, NEW YORK, NY 10065",1028,3 AVENUE,NEW YORK,NY,10065,Manhattan,,(212) 758-1828,407
80,CAFFE SILVESTRI INC.,CAFFE NAPOLI,Unenclosed Sidewalk Cafe,0956923,"191 HESTER ST, NEW YORK, NY 10013",191,HESTER ST,NEW YORK,NY,10013,Manhattan,A/K/A 130 MULBERRY ST,(212) 226-8705,380
380,"CAFFE VETRO, INC.",EPISTROPHY CAFE,Unenclosed Sidewalk Cafe,1245908,"200 MOTT ST, NEW YORK, NY 10012",200,MOTT ST,NEW YORK,NY,10012,Manhattan,,(212) 966-0904,97
771,CAJUN BROOKLYN LLC,BOURGEOIS PIG,Unenclosed Sidewalk Cafe,1418022,"387 COURT ST, BROOKLYN, NY 11231",387,COURT ST,BROOKLYN,NY,11231,Brooklyn,,(212) 777-2017,171
6,CALIENTE CAB REST. CO INC,CALIENTE CAB CO,Unenclosed Sidewalk Cafe,0670525,"61 7TH AVE SOUTH, NEW YORK, NY 10014",61,7TH AVE SOUTH,NEW YORK,NY,10014,Manhattan,,(212) 513-1988,752
458,CALOUNE CORP.,TOURNESOL RESTAURANT,Unenclosed Sidewalk Cafe,1280217,"5012 VERNON BLVD, QUEENS, NY 11101",5012,VERNON BLVD,QUEENS,NY,11101,Queens,,(718) 472-4355,112
803,"CAMELIAS, LLC",THE FRENCH COAST,Unenclosed Sidewalk Cafe,1421013,"473 AMSTERDAM AVE, NEW YORK, NY 10024",473,AMSTERDAM AVE,NEW YORK,NY,10024,Manhattan,,(212) 362-8555,182
415,CANTALOUPE LLC,LOVELY DAY,Unenclosed Sidewalk Cafe,1260966,"196 ELIZABETH ST, NEW YORK, NY 10012",196,ELIZABETH ST,NEW YORK,NY,10012,Manhattan,,(212) 925-3310,53
707,CANTEEN 82 INC,BLUE CARAVAN,Unenclosed Sidewalk Cafe,1384273,"467 COLUMBUS AVENUE, NEW YORK, NY 10024",467,COLUMBUS AVENUE,NEW YORK,NY,10024,Manhattan,,(212) 595-4300,221
679,CANZ SUFFOLK 1 INC.,,Unenclosed Sidewalk Cafe,1375729,"40-11 30 AVENUE, ASTORIA, NY 11103",40-11,30 AVENUE,ASTORIA,NY,11103,Queens,,(631) 707-1710,186
708,CAPODIMONTE LLC,APERITIVO,Unenclosed Sidewalk Cafe,1384347,"279 5TH AVE, BROOKLYN, NY 11215",279,5TH AVE,BROOKLYN,NY,11215,Brooklyn,,(917) 885-1223,240
151,C.A.P. RESTAURANT CORP.,SOMBRERO MEXICAN RESTAURANT,Unenclosed Sidewalk Cafe,1079412,"303 WEST   48 STREET, NY, NY 10036",303,WEST   48 STREET,NY,NY,10036,Manhattan,,(212) 586-4853,195
566,CARABEAN LLC,DOWNTOWN GALWAY HOOKER,Enclosed Sidewalk Cafe,1341044,"133 7TH AVE S, NEW YORK, NY 10014",133,7TH AVE S,NEW YORK,NY,10014,Manhattan,,(212) 675-6220,268
214,CARMINE RESTAURANT INC.,IL CORTILE RESTAURANT,Unenclosed Sidewalk Cafe,1161434,"125 MULBERRY STREET, NEW YORK, NY 10013",125,MULBERRY STREET,NEW YORK,NY,10013,Manhattan,,(212) 226-6060,170
257,"CASWELL/PEARSON ENTERPRISES, LTD.",,Unenclosed Sidewalk Cafe,1186385,"202 W 14TH ST, NEW YORK, NY 10011",202,W 14TH ST,NEW YORK,NY,10011,Manhattan,,(212) 255-2060,130
171,C & C FIRST AVE CORP.,BAR COASTAL,Enclosed Sidewalk Cafe,1110042,"1495 1ST AVE, NEW YORK, NY 10075",1495,1ST AVE,NEW YORK,NY,10075,Manhattan,,(212) 288-6635,280
274,"CDGP, LLC",FLO,Unenclosed Sidewalk Cafe,1190996,"37-20 30TH AVE, ASTORIA, NY 11103",37-20,30TH AVE,ASTORIA,NY,11103,Queens,,(718) 204-6096,703
575,CERELI INC,MOLE',Unenclosed Sidewalk Cafe,1343516,"57 JANE STREET, NEW YORK, NY 10014",57,JANE STREET,NEW YORK,NY,10014,Manhattan,,(212) 206-7559,138
287,CEVICHERIA GROVE INC,MERCADITO GROVE,Unenclosed Sidewalk Cafe,1202961,"100 7TH AVE S, NEW YORK, NY 10014",100,7TH AVE S,NEW YORK,NY,10014,Manhattan,,(212) 388-0162,407
677,"CHELSEA PARK, LLC",THE PARK,Unenclosed Sidewalk Cafe,1375358,"118 10TH AVE, NEW YORK, NY 10011",118,10TH AVE,NEW YORK,NY,10011,Manhattan,,(212) 352-3313,267
704,"CHERRY LANE, INC",THE RANDOLPH AT BROOME,Unenclosed Sidewalk Cafe,1383186,"349 BROOME STREET, NEW YORK, NY 10013",349,BROOME STREET,NEW YORK,NY,10013,Manhattan,,(212) 274-0667,149
253,CHEZ JOSEPHINE LTD.,,Unenclosed Sidewalk Cafe,1180070,"414 W 42ND ST, NEW YORK, NY 10036",414,W 42ND ST,NEW YORK,NY,10036,Manhattan,,(212) 594-1925,168
579,CHEZ OSKAR INC.,CHEZ OSKAR,Unenclosed Sidewalk Cafe,1343834,"211 DEKALB AVE, BROOKLYN, NY 11205",211,DEKALB AVE,BROOKLYN,NY,11205,Brooklyn,,(718) 852-6250,450
139,CHINA 1221 INC,CHINA FUN,Unenclosed Sidewalk Cafe,1063397,"1221 2ND AVE, NEW YORK, NY 10065",1221,2ND AVE,NEW YORK,NY,10065,Manhattan,,(212) 752-0810,320
513,CHOW DOWN INC,EL CENTRO,Unenclosed Sidewalk Cafe,1309603,"824 9TH AVE, NEW YORK, NY 10019",824,9TH AVE,NEW YORK,NY,10019,Manhattan,,(212) 765-4842,275
720,CHRISTOS RESTAURANT LLC,BOUKIES,Unenclosed Sidewalk Cafe,1386147,"29 E 2ND ST, NEW YORK, NY 10003",29,E 2ND ST,NEW YORK,NY,10003,Manhattan,,(212) 777-2502,256
688,CHURCH & LOUIS INC.,NINTH WARD,Unenclosed Sidewalk Cafe,1379381,"180 2ND AVE, NEW YORK, NY 10003",180,2ND AVE,NEW YORK,NY,10003,Manhattan,,(212) 513-1988,175
248,"CIA CAFE, INC.",ARTHUR AVENUE CAFE,Unenclosed Sidewalk Cafe,1173865,"2329 ARTHUR AVE, BRONX, NY 10458",2329,ARTHUR AVE,BRONX,NY,10458,Bronx,,(718) 295-5033,180
279,CIELI PARTNERS LP,TRATTORIA DELL'ARTE,Unenclosed Sidewalk Cafe,1192416,"900 7TH AVE, NEW YORK, NY 10019",900,7TH AVE,NEW YORK,NY,10019,Manhattan,,(212) 245-9800,268
391,CILANTRO WEST LLC,,Unenclosed Sidewalk Cafe,1249725,"485 COLUMBUS AVE, NEW YORK, NY 10024",485,COLUMBUS AVE,NEW YORK,NY,10024,Manhattan,,(212) 513-1988,190
154,CINQUE FRATELLI INC,ACQUISTA TRATTORIA,Unenclosed Sidewalk Cafe,1095291,"178-01 UNION TURNPIKE, FLUSHING, NY 11366",178-01,UNION TURNPIKE,FLUSHING,NY,11366,Queens,,(718) 969-1411,204
605,"CLAY FARM, LLC",THE BELL HOUSE,Unenclosed Sidewalk Cafe,1347119,"149 7TH ST, BROOKLYN, NY 11215",149,7TH ST,BROOKLYN,NY,11215,Brooklyn,,(718) 369-3310,180
871,CLEW Z ANGUS (USA) INC,NIU NOODLE,Enclosed Sidewalk Cafe,1432061,"15 GREENWICH AVE, NEW YORK, NY 10014",15,GREENWICH AVE,NEW YORK,NY,10014,Manhattan,,(212) 608-8100,136
821,"CLGM, INC",YEFSI ESTAIATORIO,Unenclosed Sidewalk Cafe,1422663,"1481 YORK AVE, NEW YORK, NY 10075",1481,YORK AVE,NEW YORK,NY,10075,Manhattan,,(917) 608-6770,171
289,"CLIRKAT DONUTS, INC",ANGELO'S QUALITY DONUT SHOP,Enclosed Sidewalk Cafe,1204822,"2944 WESTCHESTER AVE, BRONX, NY 10461",2944,WESTCHESTER AVE,BRONX,NY,10461,Bronx,,(718) 792-5534,241
114,"CLUB AMERICA, INC.",BISTRO CITRON,Unenclosed Sidewalk Cafe,1008999,"473 COLUMBUS AVE, NEW YORK, NY 10024",473,COLUMBUS AVE,NEW YORK,NY,10024,Manhattan,,(212) 400-9401,155
994,"CMH BBQ HOLDINGS, LLC",MIGHTY QUINN'S BARBEQUE,Unenclosed Sidewalk Cafe,1466561,"103 2ND AVE, NEW YORK, NY 10003",103,2ND AVE,NEW YORK,NY,10003,Manhattan,,(212) 677-3733,247
187,"COBRA CATERERS, INC",DUBLIN 6,Unenclosed Sidewalk Cafe,1135398,"575 HUDSON ST, NEW YORK, NY 10014",575,HUDSON ST,NEW YORK,NY,10014,Manhattan,,(646) 638-2900,185
446,C & O COFFEE SHOP INC.,LA BONBONNIERE RESTAURANT,Unenclosed Sidewalk Cafe,1277859,"28 8 AVENUE, NEW YORK, NY 10014",28,8 AVENUE,NEW YORK,NY,10014,Manhattan,,(212) 741-9266,163
629,COLOMBIA CHICKEN CORP.,LA FONDA ANTIOQUENA,Unenclosed Sidewalk Cafe,1350797,"32-25 STEINWAY ST, QUEENS, NY 11103",32-25,STEINWAY ST,QUEENS,NY,11103,Queens,,(718) 726-9857,96
795,COLUMBUS ALE HOUSE INC,,Unenclosed Sidewalk Cafe,1420062,"190 GRAHAM AVE, BROOKLYN, NY 11206",190,GRAHAM AVE,BROOKLYN,NY,11206,Brooklyn,AKA 151 MESEROLE ST,(319) 331-5276,706
835,COOLJAG CORP,THE DOG & DUCK,Unenclosed Sidewalk Cafe,1424004,"4520 SKILLMAN AVE, SUNNYSIDE, NY 11104",4520,SKILLMAN AVE,SUNNYSIDE,NY,11104,Queens,,(718) 406-9048,285
576,COPEL 2007 INC,BOCCA,Unenclosed Sidewalk Cafe,1343613,"39 E 19TH ST, NEW YORK, NY 10003",39,E 19TH ST,NEW YORK,NY,10003,Manhattan,,(212) 582-3000,61
628,"CORNED BEEF EXPRESS, LLC",ARTIE'S DELICATESSEN,Enclosed Sidewalk Cafe,1350796,"2290 BROADWAY, NEW YORK, NY 10024",2290,BROADWAY,NEW YORK,NY,10024,Manhattan,,(212) 579-5959,526
648,CORNER 47 RESTAURANT CORP,PIETRA SANTA,Unenclosed Sidewalk Cafe,1355112,"683 9 AVENUE, NEW YORK, NY 10036",683,9 AVENUE,NEW YORK,NY,10036,Manhattan,,(212) 265-9471,153
127,"COSI, INC.",COSI #50,Unenclosed Sidewalk Cafe,1027305,"841 BROADWAY, NEW YORK, NY 10003",841,BROADWAY,NEW YORK,NY,10003,Manhattan,,(212) 614-8544,626
125,COSITAS RICAS CORP.,COSITAS RICAS,Enclosed Sidewalk Cafe,1026947,"7919 ROOSEVELT AVE, JACKSON HEIGHTS, NY 11372",7919,ROOSEVELT AVE,JACKSON HEIGHTS,NY,11372,Queens,,(718) 478-8136,294
666,COVADONGA INC.,EMPANADA MAMA,Unenclosed Sidewalk Cafe,1360911,"763 9 AVENUE, NEW YORK, NY 10019",763,9 AVENUE,NEW YORK,NY,10019,Manhattan,,(212) 698-9008,75
990,COVE LOUNGE INC.,COVE LOUNGE,Unenclosed Sidewalk Cafe,1465351,"325 LENOX AVE, NEW YORK, NY 10027",325,LENOX AVE,NEW YORK,NY,10027,Manhattan,,(212) 663-8497,357
53,"COWGIRL, INC",COWGIRL AND BARK,Unenclosed Sidewalk Cafe,0919917,"519 HUDSON ST, NEW YORK, NY 10014",519,HUDSON ST,NEW YORK,NY,10014,Manhattan,,(212) 633-1133,206
845,CREDENCE LLC,BAREBURGER,Unenclosed Sidewalk Cafe,1425933,"170 7 AVENUE, BROOKLYN, NY 11215",170,7 AVENUE,BROOKLYN,NY,11215,Brooklyn,,(718) 768-2273,380
25,CROISSANT CONSORTIUM LIMITED,THE HUNGARIAN PASTRY SHOP,Unenclosed Sidewalk Cafe,0814506,"1030 AMSTERDAM AVE, NEW YORK, NY 10025",1030,AMSTERDAM AVE,NEW YORK,NY,10025,Manhattan,,(212) 866-4230,356
860,CROW AND CHICK LLC,LIGHTHOUSE,Unenclosed Sidewalk Cafe,1429644,"145 BORINQUEN PL, BROOKLYN, NY 11211",145,BORINQUEN PL,BROOKLYN,NY,11211,Brooklyn,,(646) 684-0808,419
84,C.S.L.L. REST. CORP,EJ'S LUNCHEONETTE,Enclosed Sidewalk Cafe,0970343,"1271 THIRD AVENUE, NEW YORK, NY 10021",1271,THIRD AVENUE,NEW YORK,NY,10021,Manhattan,,(212) 472-0600,380
260,"CULINARY CONCEPTS HOSPITALITY GROUP, LLC",SPICE MARKET,Unenclosed Sidewalk Cafe,1187891,"29-35 9TH AVE, NEW YORK, NY 10014",29-35,9TH AVE,NEW YORK,NY,10014,Manhattan,,(212) 675-3110,600
910,CURRY LEAF OF NY INC,CURRY LEAF,Unenclosed Sidewalk Cafe,1448091,"99 LEXINGTON AVE, NEW YORK, NY 10016",99,LEXINGTON AVE,NEW YORK,NY,10016,Manhattan,,(212) 725-5558,149
454,C & V 77 ENTERPRISES LLC,GREEN KITCHEN,Enclosed Sidewalk Cafe,1278587,"1475-77 1ST AVE, NEW YORK, NY 10075",1475-77,1ST AVE,NEW YORK,NY,10075,Manhattan,,(212) 988-4163,501
711,DA FOLLIA LLC,,Unenclosed Sidewalk Cafe,1384481,"226 3RD AVE, NEW YORK, NY 10003",226,3RD AVE,NEW YORK,NY,10003,Manhattan,,(212) 477-4100,220
868,DAILY BREAD INC,DEB'S CATERING,Unenclosed Sidewalk Cafe,1431295,"200 VARICK ST, NEW YORK, NY 10014",200,VARICK ST,NEW YORK,NY,10014,Manhattan,,(212) 675-4550,183
739,DALE RESTAURANT INC.,,Enclosed Sidewalk Cafe,1391747,"189 WEST  231 STREET, BRONX, NY 10463",189,WEST  231 STREET,BRONX,NY,10463,Bronx,,(718) 549-4445,178
259,DA SILVANO CORP.,DA SILVANO,Unenclosed Sidewalk Cafe,1187717,"260 6TH AVE, NEW YORK, NY 10014",260,6TH AVE,NEW YORK,NY,10014,Manhattan,AKA: AVENUE OF THE AMERICAS,(212) 982-2498,610
567,D & D THAI RESTAURANT CORP,LAND,Unenclosed Sidewalk Cafe,1341925,"450 AMSTERDAM AVENUE, NEW YORK, NY 10024",450,AMSTERDAM AVENUE,NEW YORK,NY,10024,Manhattan,,(212) 501-8121,85
417,DEAN'S REST. CORP.,DEAN'S,Unenclosed Sidewalk Cafe,1262376,"349 GREENWICH ST, NEW YORK, NY 10013",349,GREENWICH ST,NEW YORK,NY,10013,Manhattan,,(212) 688-5916,219
545,"DEFONTE'S OF NEW YORK, INC.",DEFONTE'S OF BROOKLYN,Unenclosed Sidewalk Cafe,1320327,"261 3RD AVE, NEW YORK, NY 10010",261,3RD AVE,NEW YORK,NY,10010,Manhattan,,(718) 317-6413,268
674,DELILLO PASTRY SHOP INC.,DELILLO PASTRY SHOP,Unenclosed Sidewalk Cafe,1371798,"610 E 187TH ST, BRONX, NY 10458",610,E 187TH ST,BRONX,NY,10458,Bronx,,(718) 367-8198,185
